R_ID,Or_ID,Prod_Rating,Delivery_Service_Rating
RT_101003279,OR_31004975,5,3
RT_101003280,OR_31006194,2,3
RT_101003281,OR_31008988,4,3
RT_101003282,OR_31009692,3,5
RT_101003283,OR_31007666,3,2
RT_101003284,OR_31003894,4,1
RT_101003285,OR_31004290,1,2
RT_101003286,OR_31002618,3,1
RT_101003287,OR_31002308,3,3
RT_101003288,OR_31008937,1,2
RT_101003289,OR_31009345,3,2
RT_101003290,OR_31006934,3,4
RT_101003291,OR_31001842,5,5
RT_101003292,OR_31001745,5,2
RT_101003293,OR_31007721,5,2
RT_101003294,OR_31001800,2,2
RT_101003295,OR_31002822,2,5
RT_101003296,OR_31002835,2,5
RT_101003297,OR_31003407,2,1
RT_101003298,OR_31006273,1,5
RT_101003299,OR_31002585,1,4
RT_101003300,OR_31003295,1,5
RT_101003301,OR_31009363,2,4
RT_101003302,OR_31002853,5,4
RT_101003303,OR_31002093,1,3
RT_101003304,OR_31008041,4,5
RT_101003305,OR_31004296,3,5
RT_101003306,OR_31001183,1,4
RT_101003307,OR_31001542,2,2
RT_101003308,OR_31003479,5,2
RT_101003309,OR_31001178,4,3
RT_101003310,OR_31007513,3,2
RT_101003311,OR_31001628,4,2
RT_101003312,OR_31009247,5,5
RT_101003313,OR_31001216,2,4
RT_101003314,OR_31005665,5,5
RT_101003315,OR_31005552,3,5
RT_101003316,OR_31008928,5,5
RT_101003317,OR_31002012,1,1
RT_101003318,OR_31003956,2,4
RT_101003319,OR_31000963,3,1
RT_101003320,OR_31006781,4,1
RT_101003321,OR_31001280,1,1
RT_101003322,OR_31002810,2,5
RT_101003323,OR_31003351,4,3
RT_101003324,OR_31008725,3,1
RT_101003325,OR_31007860,1,3
RT_101003326,OR_31000274,1,4
RT_101003327,OR_31005614,3,3
RT_101003328,OR_31008481,1,2
RT_101003329,OR_31002191,2,3
RT_101003330,OR_31006065,2,5
RT_101003331,OR_31008877,4,5
RT_101003332,OR_31008239,1,3
RT_101003333,OR_31000816,3,1
RT_101003334,OR_31008915,2,1
RT_101003335,OR_31004778,1,1
RT_101003336,OR_31005837,3,5
RT_101003337,OR_31006897,4,1
RT_101003338,OR_31007477,5,2
RT_101003339,OR_31001367,4,5
RT_101003340,OR_31003640,1,5
RT_101003341,OR_31004504,4,5
RT_101003342,OR_31003848,2,5
RT_101003343,OR_31003511,3,4
RT_101003344,OR_31009526,3,3
RT_101003345,OR_31004572,1,5
RT_101003346,OR_31002726,3,5
RT_101003347,OR_31004312,1,3
RT_101003348,OR_31009433,1,5
RT_101003349,OR_31005846,5,2
RT_101003350,OR_31002120,1,4
RT_101003351,OR_31006334,1,3
RT_101003352,OR_31006592,1,4
RT_101003353,OR_31000451,5,2
RT_101003354,OR_31001831,5,5
RT_101003355,OR_31000968,1,3
RT_101003356,OR_31005487,3,4
RT_101003357,OR_31004183,3,1
RT_101003358,OR_31007896,3,1
RT_101003359,OR_31008679,1,2
RT_101003360,OR_31001732,5,5
RT_101003361,OR_31006164,4,3
RT_101003362,OR_31006172,4,5
RT_101003363,OR_31005122,5,5
RT_101003364,OR_31006413,1,2
RT_101003365,OR_31001858,1,4
RT_101003366,OR_31006641,5,2
RT_101003367,OR_31009014,2,4
RT_101003368,OR_31003244,4,2
RT_101003369,OR_31006682,1,5
RT_101003370,OR_31009042,4,3
RT_101003371,OR_31000864,5,1
RT_101003372,OR_31005069,1,4
RT_101003373,OR_31003299,3,3
RT_101003374,OR_31009893,4,2
RT_101003375,OR_31006769,1,2
RT_101003376,OR_31005738,1,4
RT_101003377,OR_31001863,5,1
RT_101003378,OR_31004396,2,4
RT_101003379,OR_31000537,2,2
RT_101003380,OR_31001385,4,1
RT_101003381,OR_31006516,2,4
RT_101003382,OR_31009388,5,1
RT_101003383,OR_31008175,1,3
RT_101003384,OR_31003885,5,5
RT_101003385,OR_31007496,5,4
RT_101003386,OR_31004126,5,1
RT_101003387,OR_31004888,2,2
RT_101003388,OR_31008337,4,1
RT_101003389,OR_31008811,5,1
RT_101003390,OR_31002963,3,2
RT_101003391,OR_31001973,4,5
RT_101003392,OR_31006509,4,3
RT_101003393,OR_31005800,3,3
RT_101003394,OR_31003251,2,1
RT_101003395,OR_31000179,4,3
RT_101003396,OR_31007234,1,1
RT_101003397,OR_31003748,1,3
RT_101003398,OR_31002642,5,3
RT_101003399,OR_31008859,4,1
RT_101003400,OR_31005741,4,2
RT_101003401,OR_31002843,4,3
RT_101003402,OR_31001121,3,1
RT_101003403,OR_31007309,5,2
RT_101003404,OR_31004179,1,5
RT_101003405,OR_31006241,4,5
RT_101003406,OR_31001699,5,5
RT_101003407,OR_31004276,2,5
RT_101003408,OR_31002896,3,3
RT_101003409,OR_31001078,2,5
RT_101003410,OR_31000854,4,2
RT_101003411,OR_31002825,4,1
RT_101003412,OR_31009803,1,2
RT_101003413,OR_31005292,4,1
RT_101003414,OR_31008583,3,5
RT_101003415,OR_31002193,5,3
RT_101003416,OR_31007468,1,5
RT_101003417,OR_31002466,3,5
RT_101003418,OR_31008064,1,5
RT_101003419,OR_31007327,3,3
RT_101003420,OR_31006445,3,3
RT_101003421,OR_31006838,4,5
RT_101003422,OR_31002555,5,2
RT_101003423,OR_31001646,2,3
RT_101003424,OR_31003258,5,1
RT_101003425,OR_31008144,3,2
RT_101003426,OR_31008821,5,2
RT_101003427,OR_31009898,3,3
RT_101003428,OR_31009046,1,2
RT_101003429,OR_31003893,5,5
RT_101003430,OR_31005649,1,5
RT_101003431,OR_31000667,2,3
RT_101003432,OR_31005267,2,3
RT_101003433,OR_31006471,4,1
RT_101003434,OR_31004651,2,4
RT_101003435,OR_31001487,3,5
RT_101003436,OR_31002002,5,2
RT_101003437,OR_31004869,1,1
RT_101003438,OR_31003589,3,4
RT_101003439,OR_31004611,4,4
RT_101003440,OR_31006581,2,1
RT_101003441,OR_31009088,1,3
RT_101003442,OR_31002240,4,1
RT_101003443,OR_31001206,4,1
RT_101003444,OR_31005084,5,5
RT_101003445,OR_31008389,2,2
RT_101003446,OR_31008622,3,2
RT_101003447,OR_31006128,1,2
RT_101003448,OR_31007086,1,2
RT_101003449,OR_31005458,4,5
RT_101003450,OR_31002959,1,2
RT_101003451,OR_31009931,2,4
RT_101003452,OR_31001782,2,1
RT_101003453,OR_31005588,5,4
RT_101003454,OR_31001962,5,3
RT_101003455,OR_31001681,1,1
RT_101003456,OR_31008662,5,3
RT_101003457,OR_31006144,2,2
RT_101003458,OR_31006852,2,1
RT_101003459,OR_31006513,5,1
RT_101003460,OR_31001688,5,3
RT_101003461,OR_31006448,4,2
RT_101003462,OR_31003535,2,2
RT_101003463,OR_31005246,1,4
RT_101003464,OR_31008989,2,2
RT_101003465,OR_31006117,1,1
RT_101003466,OR_31008343,3,4
RT_101003467,OR_31006781,1,5
RT_101003468,OR_31008401,2,3
RT_101003469,OR_31007569,2,5
RT_101003470,OR_31009123,1,5
RT_101003471,OR_31003552,5,5
RT_101003472,OR_31000729,2,4
RT_101003473,OR_31002190,2,1
RT_101003474,OR_31009139,3,5
RT_101003475,OR_31002287,1,4
RT_101003476,OR_31003157,5,4
RT_101003477,OR_31006625,5,4
RT_101003478,OR_31003874,2,4
RT_101003479,OR_31000301,5,2
RT_101003480,OR_31009819,2,5
RT_101003481,OR_31004938,3,2
RT_101003482,OR_31001406,1,2
RT_101003483,OR_31009693,1,4
RT_101003484,OR_31004724,1,4
RT_101003485,OR_31005104,4,2
RT_101003486,OR_31009854,4,1
RT_101003487,OR_31007118,2,4
RT_101003488,OR_31005102,3,1
RT_101003489,OR_31003198,2,1
RT_101003490,OR_31004554,4,5
RT_101003491,OR_31003165,2,3
RT_101003492,OR_31000826,2,1
RT_101003493,OR_31005440,1,4
RT_101003494,OR_31000258,3,3
RT_101003495,OR_31004138,4,4
RT_101003496,OR_31007990,3,4
RT_101003497,OR_31003277,5,3
RT_101003498,OR_31009019,1,4
RT_101003499,OR_31000465,5,4
RT_101003500,OR_31008248,2,3
RT_101003501,OR_31005784,4,4
RT_101003502,OR_31005289,5,4
RT_101003503,OR_31009502,2,2
RT_101003504,OR_31000315,4,3
RT_101003505,OR_31001764,3,5
RT_101003506,OR_31003051,5,2
RT_101003507,OR_31000387,2,5
RT_101003508,OR_31006562,2,2
RT_101003509,OR_31000365,4,5
RT_101003510,OR_31008138,4,3
RT_101003511,OR_31009358,3,5
RT_101003512,OR_31003449,5,4
RT_101003513,OR_31003301,4,4
RT_101003514,OR_31009349,5,3
RT_101003515,OR_31007790,2,3
RT_101003516,OR_31007420,3,2
RT_101003517,OR_31009939,5,1
RT_101003518,OR_31009901,5,5
RT_101003519,OR_31003271,2,4
RT_101003520,OR_31000137,5,3
RT_101003521,OR_31003769,4,4
RT_101003522,OR_31000919,3,2
RT_101003523,OR_31009473,2,5
RT_101003524,OR_31000970,1,5
RT_101003525,OR_31006902,4,5
RT_101003526,OR_31005254,5,5
RT_101003527,OR_31009723,1,5
RT_101003528,OR_31007273,4,4
RT_101003529,OR_31006410,5,3
RT_101003530,OR_31004284,4,5
RT_101003531,OR_31000936,4,1
RT_101003532,OR_31006419,5,5
RT_101003533,OR_31002928,4,4
RT_101003534,OR_31005350,3,3
RT_101003535,OR_31001794,5,1
RT_101003536,OR_31001819,5,5
RT_101003537,OR_31002998,3,1
RT_101003538,OR_31000726,4,2
RT_101003539,OR_31000415,1,5
RT_101003540,OR_31007415,4,3
RT_101003541,OR_31000895,4,1
RT_101003542,OR_31001787,2,4
RT_101003543,OR_31002044,5,3
RT_101003544,OR_31005914,2,1
RT_101003545,OR_31005803,5,5
RT_101003546,OR_31007805,3,2
RT_101003547,OR_31005491,3,5
RT_101003548,OR_31001314,1,5
RT_101003549,OR_31003209,1,3
RT_101003550,OR_31009352,5,5
RT_101003551,OR_31007902,3,4
RT_101003552,OR_31006634,5,3
RT_101003553,OR_31002054,1,4
RT_101003554,OR_31002577,3,5
RT_101003555,OR_31005465,4,2
RT_101003556,OR_31000425,3,4
RT_101003557,OR_31002231,1,1
RT_101003558,OR_31006168,5,1
RT_101003559,OR_31004833,3,3
RT_101003560,OR_31002904,1,3
RT_101003561,OR_31004989,5,1
RT_101003562,OR_31002473,5,5
RT_101003563,OR_31005146,1,5
RT_101003564,OR_31008672,3,1
RT_101003565,OR_31001891,3,5
RT_101003566,OR_31003310,2,1
RT_101003567,OR_31003289,1,4
RT_101003568,OR_31001730,3,5
RT_101003569,OR_31000243,1,1
RT_101003570,OR_31008514,5,5
RT_101003571,OR_31001255,3,3
RT_101003572,OR_31002029,1,4
RT_101003573,OR_31008295,4,1
RT_101003574,OR_31007687,1,3
RT_101003575,OR_31004819,4,5
RT_101003576,OR_31004259,4,5
RT_101003577,OR_31007741,1,2
RT_101003578,OR_31008439,1,3
RT_101003579,OR_31001413,2,2
RT_101003580,OR_31002664,2,3
RT_101003581,OR_31001901,1,5
RT_101003582,OR_31004705,2,4
RT_101003583,OR_31004813,3,2
RT_101003584,OR_31004504,3,5
RT_101003585,OR_31007420,5,5
RT_101003586,OR_31007650,1,2
RT_101003587,OR_31005404,1,5
RT_101003588,OR_31006701,3,2
RT_101003589,OR_31001344,2,3
RT_101003590,OR_31005043,5,1
RT_101003591,OR_31002843,5,5
RT_101003592,OR_31001507,1,1
RT_101003593,OR_31008896,2,3
RT_101003594,OR_31002811,3,5
RT_101003595,OR_31004472,1,1
RT_101003596,OR_31009019,1,4
RT_101003597,OR_31004031,1,5
RT_101003598,OR_31007920,3,1
RT_101003599,OR_31000672,1,2
RT_101003600,OR_31002528,3,5
RT_101003601,OR_31001375,5,3
RT_101003602,OR_31005868,4,1
RT_101003603,OR_31004926,1,2
RT_101003604,OR_31002505,4,1
RT_101003605,OR_31002200,1,3
RT_101003606,OR_31009185,4,3
RT_101003607,OR_31005077,2,3
RT_101003608,OR_31006203,2,5
RT_101003609,OR_31001953,2,1
RT_101003610,OR_31003718,5,4
RT_101003611,OR_31002492,2,2
RT_101003612,OR_31002259,4,4
RT_101003613,OR_31009993,3,5
RT_101003614,OR_31008612,2,3
RT_101003615,OR_31008346,4,3
RT_101003616,OR_31004107,1,1
RT_101003617,OR_31006113,3,5
RT_101003618,OR_31001314,3,2
RT_101003619,OR_31003736,5,1
RT_101003620,OR_31006712,2,2
RT_101003621,OR_31009317,4,5
RT_101003622,OR_31003500,4,1
RT_101003623,OR_31003204,4,1
RT_101003624,OR_31007796,3,1
RT_101003625,OR_31008876,3,4
RT_101003626,OR_31001200,3,2
RT_101003627,OR_31004307,2,3
RT_101003628,OR_31005910,4,1
RT_101003629,OR_31004376,2,2
RT_101003630,OR_31001992,2,2
RT_101003631,OR_31001222,1,5
RT_101003632,OR_31006724,3,3
RT_101003633,OR_31005553,4,2
RT_101003634,OR_31007192,2,5
RT_101003635,OR_31000491,5,2
RT_101003636,OR_31009212,2,5
RT_101003637,OR_31002586,1,2
RT_101003638,OR_31002979,2,2
RT_101003639,OR_31001699,1,4
RT_101003640,OR_31000154,2,5
RT_101003641,OR_31009058,2,3
RT_101003642,OR_31007442,3,3
RT_101003643,OR_31003608,3,5
RT_101003644,OR_31001747,1,4
RT_101003645,OR_31001954,3,3
RT_101003646,OR_31008393,5,4
RT_101003647,OR_31004797,3,5
RT_101003648,OR_31005688,2,1
RT_101003649,OR_31000193,2,1
RT_101003650,OR_31003148,4,3
RT_101003651,OR_31005200,5,1
RT_101003652,OR_31007901,4,1
RT_101003653,OR_31008068,3,2
RT_101003654,OR_31007430,5,4
RT_101003655,OR_31008001,4,4
RT_101003656,OR_31002937,3,2
RT_101003657,OR_31004504,4,1
RT_101003658,OR_31006236,5,5
RT_101003659,OR_31004080,4,3
RT_101003660,OR_31000123,2,5
RT_101003661,OR_31004562,5,5
RT_101003662,OR_31004678,4,2
RT_101003663,OR_31000002,2,4
RT_101003664,OR_31002038,5,5
RT_101003665,OR_31007839,4,1
RT_101003666,OR_31004909,2,4
RT_101003667,OR_31003290,3,4
RT_101003668,OR_31001158,4,5
RT_101003669,OR_31007439,3,1
RT_101003670,OR_31008628,2,1
RT_101003671,OR_31008945,2,5
RT_101003672,OR_31009041,3,4
RT_101003673,OR_31000698,2,3
RT_101003674,OR_31009799,5,4
RT_101003675,OR_31007414,2,4
RT_101003676,OR_31009357,4,4
RT_101003677,OR_31007149,4,5
RT_101003678,OR_31003125,5,5
RT_101003679,OR_31007492,4,2
RT_101003680,OR_31004840,4,2
RT_101003681,OR_31007113,5,5
RT_101003682,OR_31004530,4,2
RT_101003683,OR_31002758,5,3
RT_101003684,OR_31002624,4,2
RT_101003685,OR_31003140,1,1
RT_101003686,OR_31009728,2,5
RT_101003687,OR_31003949,3,2
RT_101003688,OR_31003890,2,4
RT_101003689,OR_31009420,2,1
RT_101003690,OR_31002843,5,2
RT_101003691,OR_31003676,5,2
RT_101003692,OR_31003592,4,4
RT_101003693,OR_31000840,3,1
RT_101003694,OR_31007011,1,5
RT_101003695,OR_31001002,4,5
RT_101003696,OR_31002555,2,4
RT_101003697,OR_31004385,2,4
RT_101003698,OR_31007582,2,4
RT_101003699,OR_31001374,1,3
RT_101003700,OR_31009946,1,2
RT_101003701,OR_31000243,2,2
RT_101003702,OR_31000431,5,5
RT_101003703,OR_31002215,1,1
RT_101003704,OR_31000226,3,1
RT_101003705,OR_31007943,3,2
RT_101003706,OR_31009135,4,2
RT_101003707,OR_31003451,5,4
RT_101003708,OR_31000876,4,4
RT_101003709,OR_31003125,2,2
RT_101003710,OR_31003387,4,5
RT_101003711,OR_31009215,4,2
RT_101003712,OR_31000371,5,2
RT_101003713,OR_31006100,4,3
RT_101003714,OR_31000508,1,5
RT_101003715,OR_31007853,1,2
RT_101003716,OR_31000402,4,1
RT_101003717,OR_31006024,3,5
RT_101003718,OR_31001868,2,2
RT_101003719,OR_31000234,4,1
RT_101003720,OR_31004159,1,3
RT_101003721,OR_31004535,5,4
RT_101003722,OR_31004614,5,1
RT_101003723,OR_31002175,3,5
RT_101003724,OR_31005785,4,1
RT_101003725,OR_31002349,4,1
RT_101003726,OR_31006971,3,2
RT_101003727,OR_31000562,4,3
RT_101003728,OR_31000435,3,1
RT_101003729,OR_31001939,2,4
RT_101003730,OR_31004670,5,2
RT_101003731,OR_31006963,4,1
RT_101003732,OR_31002602,2,4
RT_101003733,OR_31003443,5,3
RT_101003734,OR_31005273,3,3
RT_101003735,OR_31006743,4,1
RT_101003736,OR_31006439,5,1
RT_101003737,OR_31000520,3,5
RT_101003738,OR_31009223,2,1
RT_101003739,OR_31009193,3,4
RT_101003740,OR_31003179,1,4
RT_101003741,OR_31008937,3,3
RT_101003742,OR_31009540,1,4
RT_101003743,OR_31004145,5,1
RT_101003744,OR_31004535,4,1
RT_101003745,OR_31008299,2,1
RT_101003746,OR_31000032,4,4
RT_101003747,OR_31007071,3,5
RT_101003748,OR_31007883,2,1
RT_101003749,OR_31006244,2,4
RT_101003750,OR_31002445,5,5
RT_101003751,OR_31003018,3,5
RT_101003752,OR_31004798,3,5
RT_101003753,OR_31009634,1,5
RT_101003754,OR_31004598,5,3
RT_101003755,OR_31005392,2,1
RT_101003756,OR_31002234,4,4
RT_101003757,OR_31001862,2,1
RT_101003758,OR_31007776,5,3
RT_101003759,OR_31004992,3,1
RT_101003760,OR_31006056,3,2
RT_101003761,OR_31005070,3,2
RT_101003762,OR_31007006,5,1
RT_101003763,OR_31002370,5,5
RT_101003764,OR_31007627,1,2
RT_101003765,OR_31004464,1,2
RT_101003766,OR_31008256,1,3
RT_101003767,OR_31008387,2,4
RT_101003768,OR_31008036,2,2
RT_101003769,OR_31001109,5,3
RT_101003770,OR_31008361,4,1
RT_101003771,OR_31002752,4,2
RT_101003772,OR_31005305,3,1
RT_101003773,OR_31002216,5,2
RT_101003774,OR_31009510,2,2
RT_101003775,OR_31004280,2,3
RT_101003776,OR_31000090,3,2
RT_101003777,OR_31003296,1,5
RT_101003778,OR_31008103,4,3
RT_101003779,OR_31002451,4,1
RT_101003780,OR_31005141,4,3
RT_101003781,OR_31006082,2,5
RT_101003782,OR_31009821,4,4
RT_101003783,OR_31003587,4,2
RT_101003784,OR_31006435,3,4
RT_101003785,OR_31005234,3,1
RT_101003786,OR_31009604,4,2
RT_101003787,OR_31009429,1,2
RT_101003788,OR_31001564,1,4
RT_101003789,OR_31006304,4,5
RT_101003790,OR_31002977,2,1
RT_101003791,OR_31006743,5,1
RT_101003792,OR_31005843,1,4
RT_101003793,OR_31003410,1,3
RT_101003794,OR_31001900,2,4
RT_101003795,OR_31002340,4,4
RT_101003796,OR_31002017,3,1
RT_101003797,OR_31005662,1,4
RT_101003798,OR_31006506,1,2
RT_101003799,OR_31004843,3,4
RT_101003800,OR_31000109,3,4
RT_101003801,OR_31007084,3,1
RT_101003802,OR_31004791,5,5
RT_101003803,OR_31009551,5,3
RT_101003804,OR_31008654,3,2
RT_101003805,OR_31000529,1,3
RT_101003806,OR_31007839,3,3
RT_101003807,OR_31004162,2,1
RT_101003808,OR_31006743,5,1
RT_101003809,OR_31001716,5,3
RT_101003810,OR_31000398,3,2
RT_101003811,OR_31001189,1,4
RT_101003812,OR_31008452,3,2
RT_101003813,OR_31007623,5,4
RT_101003814,OR_31003896,5,5
RT_101003815,OR_31008504,2,4
RT_101003816,OR_31006302,3,1
RT_101003817,OR_31006382,4,4
RT_101003818,OR_31006651,4,5
RT_101003819,OR_31006806,5,3
RT_101003820,OR_31008925,5,3
RT_101003821,OR_31004010,4,3
RT_101003822,OR_31002330,3,3
RT_101003823,OR_31002432,4,5
RT_101003824,OR_31000128,1,3
RT_101003825,OR_31009362,4,2
RT_101003826,OR_31008957,4,2
RT_101003827,OR_31008726,2,2
RT_101003828,OR_31004967,5,2
RT_101003829,OR_31000272,4,2
RT_101003830,OR_31006456,4,4
RT_101003831,OR_31000332,1,5
RT_101003832,OR_31005121,4,5
RT_101003833,OR_31006653,5,4
RT_101003834,OR_31005607,4,4
RT_101003835,OR_31006030,4,1
RT_101003836,OR_31001371,2,1
RT_101003837,OR_31004727,2,4
RT_101003838,OR_31008772,2,2
RT_101003839,OR_31003176,1,1
RT_101003840,OR_31005059,3,5
RT_101003841,OR_31009375,3,1
RT_101003842,OR_31007333,1,1
RT_101003843,OR_31002231,3,2
RT_101003844,OR_31007041,1,3
RT_101003845,OR_31000927,2,5
RT_101003846,OR_31007055,3,3
RT_101003847,OR_31001310,4,4
RT_101003848,OR_31000266,5,2
RT_101003849,OR_31006719,5,5
RT_101003850,OR_31008539,1,3
RT_101003851,OR_31008353,3,2
RT_101003852,OR_31006630,3,2
RT_101003853,OR_31009223,2,1
RT_101003854,OR_31002300,4,4
RT_101003855,OR_31007054,2,4
RT_101003856,OR_31002844,5,1
RT_101003857,OR_31000625,1,2
RT_101003858,OR_31007254,3,5
RT_101003859,OR_31006133,4,3
RT_101003860,OR_31008566,1,1
RT_101003861,OR_31004425,1,2
RT_101003862,OR_31000158,5,5
RT_101003863,OR_31005961,4,2
RT_101003864,OR_31000742,1,5
RT_101003865,OR_31008027,4,4
RT_101003866,OR_31002324,1,4
RT_101003867,OR_31000120,4,2
RT_101003868,OR_31008199,5,5
RT_101003869,OR_31001341,3,2
RT_101003870,OR_31002283,5,2
RT_101003871,OR_31004582,1,5
RT_101003872,OR_31002187,5,1
RT_101003873,OR_31006790,1,3
RT_101003874,OR_31001515,1,1
RT_101003875,OR_31008990,5,5
RT_101003876,OR_31000367,1,2
RT_101003877,OR_31007854,3,2
RT_101003878,OR_31007906,2,2
RT_101003879,OR_31002346,5,1
RT_101003880,OR_31005244,1,5
RT_101003881,OR_31008039,2,4
RT_101003882,OR_31006443,2,1
RT_101003883,OR_31005941,4,3
RT_101003884,OR_31001055,2,4
RT_101003885,OR_31008742,1,3
RT_101003886,OR_31000408,3,1
RT_101003887,OR_31005833,3,3
RT_101003888,OR_31000947,4,1
RT_101003889,OR_31004932,2,5
RT_101003890,OR_31006135,2,2
RT_101003891,OR_31008050,1,5
RT_101003892,OR_31008513,4,4
RT_101003893,OR_31003971,2,2
RT_101003894,OR_31000174,1,2
RT_101003895,OR_31005047,4,3
RT_101003896,OR_31009441,1,1
RT_101003897,OR_31001879,1,3
RT_101003898,OR_31002972,2,4
RT_101003899,OR_31004778,3,5
RT_101003900,OR_31008320,4,2
RT_101003901,OR_31003569,3,4
RT_101003902,OR_31004493,4,4
RT_101003903,OR_31007201,4,1
RT_101003904,OR_31003515,3,5
RT_101003905,OR_31004966,4,3
RT_101003906,OR_31005268,2,5
RT_101003907,OR_31001807,4,2
RT_101003908,OR_31004395,1,3
RT_101003909,OR_31001407,2,2
RT_101003910,OR_31009500,3,3
RT_101003911,OR_31001690,3,1
RT_101003912,OR_31005103,5,4
RT_101003913,OR_31004921,3,4
RT_101003914,OR_31001364,2,1
RT_101003915,OR_31008445,4,5
RT_101003916,OR_31002002,2,1
RT_101003917,OR_31009149,5,5
RT_101003918,OR_31002413,4,3
RT_101003919,OR_31000599,3,5
RT_101003920,OR_31000116,5,5
RT_101003921,OR_31001477,1,3
RT_101003922,OR_31004227,3,5
RT_101003923,OR_31007353,1,4
RT_101003924,OR_31002404,2,3
RT_101003925,OR_31000522,2,3
RT_101003926,OR_31002971,4,5
RT_101003927,OR_31008068,2,3
RT_101003928,OR_31003762,5,4
RT_101003929,OR_31009941,4,4
RT_101003930,OR_31006685,3,1
RT_101003931,OR_31007713,3,5
RT_101003932,OR_31000235,2,1
RT_101003933,OR_31006275,4,2
RT_101003934,OR_31009530,1,5
RT_101003935,OR_31000962,5,1
RT_101003936,OR_31009523,5,1
RT_101003937,OR_31005982,4,3
RT_101003938,OR_31005789,1,3
RT_101003939,OR_31008216,1,1
RT_101003940,OR_31000882,2,4
RT_101003941,OR_31007424,2,3
RT_101003942,OR_31002242,4,5
RT_101003943,OR_31006494,1,1
RT_101003944,OR_31006846,5,3
RT_101003945,OR_31006512,1,1
RT_101003946,OR_31007690,3,3
RT_101003947,OR_31009388,2,3
RT_101003948,OR_31002734,5,5
RT_101003949,OR_31002190,4,4
RT_101003950,OR_31003100,5,5
RT_101003951,OR_31007251,1,3
RT_101003952,OR_31008037,2,2
RT_101003953,OR_31007175,5,1
RT_101003954,OR_31008429,3,3
RT_101003955,OR_31001369,5,5
RT_101003956,OR_31000234,3,3
RT_101003957,OR_31009971,1,3
RT_101003958,OR_31009862,1,2
RT_101003959,OR_31007286,4,2
RT_101003960,OR_31007582,5,1
RT_101003961,OR_31005356,5,5
RT_101003962,OR_31002492,5,3
RT_101003963,OR_31006547,5,1
RT_101003964,OR_31008848,3,4
RT_101003965,OR_31003127,2,3
RT_101003966,OR_31006335,4,1
RT_101003967,OR_31006626,5,5
RT_101003968,OR_31008226,2,1
RT_101003969,OR_31007305,3,5
RT_101003970,OR_31008852,3,1
RT_101003971,OR_31006563,1,2
RT_101003972,OR_31009663,3,2
RT_101003973,OR_31009940,3,4
RT_101003974,OR_31009493,5,3
RT_101003975,OR_31007134,2,5
RT_101003976,OR_31004602,5,4
RT_101003977,OR_31000347,4,1
RT_101003978,OR_31005325,4,3
RT_101003979,OR_31000286,2,2
RT_101003980,OR_31006660,1,5
RT_101003981,OR_31008482,2,2
RT_101003982,OR_31007131,5,5
RT_101003983,OR_31006349,4,4
RT_101003984,OR_31006950,1,5
RT_101003985,OR_31003695,4,1
RT_101003986,OR_31003453,5,3
RT_101003987,OR_31004659,4,4
RT_101003988,OR_31005224,3,5
RT_101003989,OR_31001121,1,2
RT_101003990,OR_31008505,3,4
RT_101003991,OR_31006823,2,3
RT_101003992,OR_31001444,2,2
RT_101003993,OR_31001764,1,2
RT_101003994,OR_31001279,4,1
RT_101003995,OR_31002964,3,2
RT_101003996,OR_31007201,4,2
RT_101003997,OR_31001939,5,2
RT_101003998,OR_31002085,4,2
RT_101003999,OR_31007994,3,5
RT_101004000,OR_31004847,5,2
RT_101004001,OR_31008269,2,3
RT_101004002,OR_31000365,4,4
RT_101004003,OR_31001663,2,4
RT_101004004,OR_31003220,4,1
RT_101004005,OR_31004833,3,3
RT_101004006,OR_31001527,2,2
RT_101004007,OR_31004797,4,5
RT_101004008,OR_31008553,4,3
RT_101004009,OR_31002900,1,2
RT_101004010,OR_31002707,1,1
RT_101004011,OR_31006857,4,3
RT_101004012,OR_31008554,1,3
RT_101004013,OR_31007217,4,5
RT_101004014,OR_31004622,1,2
RT_101004015,OR_31007301,5,3
RT_101004016,OR_31008485,3,2
RT_101004017,OR_31002909,5,5
RT_101004018,OR_31002366,5,1
RT_101004019,OR_31000154,4,5
RT_101004020,OR_31008358,2,5
RT_101004021,OR_31004383,4,5
RT_101004022,OR_31001980,1,1
RT_101004023,OR_31006250,3,4
RT_101004024,OR_31001809,2,5
RT_101004025,OR_31009608,1,5
RT_101004026,OR_31006214,2,2
RT_101004027,OR_31000858,2,3
RT_101004028,OR_31006798,4,1
RT_101004029,OR_31000352,3,4
RT_101004030,OR_31000938,1,1
RT_101004031,OR_31000394,4,2
RT_101004032,OR_31004597,2,2
RT_101004033,OR_31003908,2,3
RT_101004034,OR_31006709,3,2
RT_101004035,OR_31008430,4,2
RT_101004036,OR_31005146,2,1
RT_101004037,OR_31000586,5,1
RT_101004038,OR_31000061,1,4
RT_101004039,OR_31007063,3,2
RT_101004040,OR_31003889,2,4
RT_101004041,OR_31008686,1,4
RT_101004042,OR_31005852,2,1
RT_101004043,OR_31000171,2,2
RT_101004044,OR_31003650,2,2
RT_101004045,OR_31000273,2,4
RT_101004046,OR_31004510,2,1
RT_101004047,OR_31000091,2,4
RT_101004048,OR_31002753,2,5
RT_101004049,OR_31002735,5,5
RT_101004050,OR_31005007,5,1
RT_101004051,OR_31001912,4,3
RT_101004052,OR_31009434,1,1
RT_101004053,OR_31002470,2,1
RT_101004054,OR_31002387,3,3
