Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID,Discount
OR_31001922,CS_11003554,PD_21006390,2023-02-25,15:47:00,2,"No Coupon",DV_61000004,0
OR_31001923,CS_11006827,PD_21009278,2023-01-13,19:38:35,9,"No Coupon",DV_61000002,0
OR_31001924,CS_11005379,PD_21004126,2024-10-06,03:21:26,7,"No Coupon",DV_61000004,0
OR_31001925,CS_11009289,PD_21009969,2023-08-07,09:25:01,10,"No Coupon",DV_61000005,0
OR_31001926,CS_11009632,PD_21003194,2024-08-05,18:17:48,9,MAYBE,DV_61000002,15
OR_31001927,CS_11000573,PD_21006663,2023-04-15,17:11:59,3,"No Coupon",DV_61000002,0
OR_31001928,CS_11003872,PD_21008560,2024-10-05,13:56:46,8,THAT,DV_61000002,25
OR_31001929,CS_11003062,PD_21000978,2024-02-27,11:21:41,4,"No Coupon",DV_61000001,0
OR_31001930,CS_11002308,PD_21005557,2023-03-18,02:19:44,7,"No Coupon",DV_61000003,0
OR_31001931,CS_11005628,PD_21003264,2024-09-15,02:16:24,8,HIT,DV_61000002,40
OR_31001932,CS_11002555,PD_21009038,2023-06-18,13:55:38,4,NOTICE,DV_61000002,10
OR_31001933,CS_11009453,PD_21001441,2024-03-02,13:28:44,8,"No Coupon",DV_61000001,0
OR_31001934,CS_11002198,PD_21003424,2024-05-16,19:14:40,9,"No Coupon",DV_61000001,0
OR_31001935,CS_11001571,PD_21001344,2024-10-15,03:57:45,7,"No Coupon",DV_61000005,0
OR_31001936,CS_11000301,PD_21006808,2024-04-25,17:10:03,5,"No Coupon",DV_61000004,0
OR_31001937,CS_11007053,PD_21005530,2024-11-28,07:12:55,9,HOUSE,DV_61000002,40
OR_31001938,CS_11008943,PD_21001063,2023-12-22,22:02:07,1,DISCOVER,DV_61000004,5
OR_31001939,CS_11009780,PD_21005939,2023-05-23,06:03:36,10,SPEND,DV_61000001,10
OR_31001940,CS_11009872,PD_21001725,2023-06-20,07:59:00,7,"No Coupon",DV_61000001,0
OR_31001941,CS_11005229,PD_21005550,2024-12-18,16:31:23,3,SMALL,DV_61000005,10
OR_31001942,CS_11002371,PD_21009985,2023-02-01,15:09:19,3,GIRL,DV_61000003,50
OR_31001943,CS_11001213,PD_21002844,2024-05-08,14:46:51,7,SPACE,DV_61000001,10
OR_31001944,CS_11005251,PD_21008476,2023-06-10,08:14:15,6,DRUG,DV_61000002,5
OR_31001945,CS_11000498,PD_21002850,2023-04-03,10:23:02,9,"No Coupon",DV_61000005,0
OR_31001946,CS_11006046,PD_21008424,2024-10-02,22:19:06,6,POSSIBLE,DV_61000003,25
OR_31001947,CS_11004963,PD_21005051,2023-08-13,11:30:24,10,"No Coupon",DV_61000005,0
OR_31001948,CS_11003943,PD_21004222,2023-01-07,18:18:39,6,FIRM,DV_61000001,25
OR_31001949,CS_11004461,PD_21004132,2023-07-19,14:47:03,10,"No Coupon",DV_61000003,0
OR_31001950,CS_11005210,PD_21004916,2024-06-17,13:26:52,2,MONEY,DV_61000004,15
OR_31001951,CS_11009564,PD_21001984,2024-12-21,16:19:02,8,"No Coupon",DV_61000003,0
OR_31001952,CS_11006152,PD_21007039,2023-12-15,16:47:27,2,SEVEN,DV_61000002,10
OR_31001953,CS_11000881,PD_21007385,2023-12-19,05:44:51,1,SECOND,DV_61000004,10
OR_31001954,CS_11008638,PD_21008652,2024-02-17,17:38:57,5,"No Coupon",DV_61000004,0
OR_31001955,CS_11000202,PD_21008338,2023-10-27,22:59:09,4,START,DV_61000002,10
OR_31001956,CS_11002001,PD_21000787,2024-07-22,02:59:13,8,EITHER,DV_61000004,20
OR_31001957,CS_11009856,PD_21006672,2023-06-05,02:08:47,5,"No Coupon",DV_61000001,0
OR_31001958,CS_11005497,PD_21001110,2023-02-16,23:09:17,6,"No Coupon",DV_61000003,0
OR_31001959,CS_11003070,PD_21004760,2024-02-06,04:51:21,8,DRIVE,DV_61000003,5
OR_31001960,CS_11007733,PD_21008840,2024-06-07,18:11:46,5,"No Coupon",DV_61000002,0
OR_31001961,CS_11005551,PD_21000159,2024-04-24,14:44:06,10,"No Coupon",DV_61000001,0
OR_31001962,CS_11004885,PD_21002819,2023-10-03,15:30:27,2,"No Coupon",DV_61000004,0
OR_31001963,CS_11006106,PD_21006527,2024-11-23,17:24:15,5,NOTICE,DV_61000003,10
OR_31001964,CS_11002988,PD_21004119,2024-08-14,18:11:45,10,"No Coupon",DV_61000003,0
OR_31001965,CS_11009752,PD_21003606,2024-04-19,17:53:12,3,ACROSS,DV_61000003,10
OR_31001966,CS_11004917,PD_21004713,2024-01-21,16:19:26,5,RUN,DV_61000003,5
OR_31001967,CS_11005605,PD_21007025,2024-11-28,21:16:33,2,CRIME,DV_61000005,15
OR_31001968,CS_11007377,PD_21008200,2023-01-02,05:15:28,9,LEG,DV_61000002,20
OR_31001969,CS_11006659,PD_21006051,2024-03-29,04:56:40,7,CHAIR,DV_61000004,15
OR_31001970,CS_11003795,PD_21005422,2024-06-13,21:28:49,10,FOLLOW,DV_61000004,25
OR_31001971,CS_11000830,PD_21009872,2023-03-01,13:10:13,5,SINGLE,DV_61000002,10
OR_31001972,CS_11006779,PD_21007689,2024-10-14,18:51:51,9,POSITIVE,DV_61000001,25
OR_31001973,CS_11009758,PD_21006538,2024-02-02,01:12:53,8,SCENE,DV_61000002,10
OR_31001974,CS_11001251,PD_21007211,2023-04-15,01:59:30,3,"No Coupon",DV_61000003,0
OR_31001975,CS_11002935,PD_21008856,2023-08-13,10:27:23,2,THANK,DV_61000003,25
OR_31001976,CS_11001193,PD_21008279,2023-05-29,13:10:26,6,AGO,DV_61000002,10
OR_31001977,CS_11002842,PD_21004033,2023-02-09,18:37:28,10,"No Coupon",DV_61000002,0
OR_31001978,CS_11005138,PD_21000424,2023-08-28,05:22:11,9,PRESENT,DV_61000004,25
OR_31001979,CS_11000191,PD_21002532,2023-01-23,17:55:15,4,HAPPY,DV_61000004,40
OR_31001980,CS_11006024,PD_21002607,2023-12-21,00:17:02,4,"No Coupon",DV_61000005,0
OR_31001981,CS_11009239,PD_21000548,2024-09-12,09:23:40,2,"No Coupon",DV_61000005,0
OR_31001982,CS_11005786,PD_21003871,2023-12-27,13:11:24,7,NOTE,DV_61000003,10
OR_31001983,CS_11008585,PD_21008639,2023-12-12,09:21:37,6,"No Coupon",DV_61000005,0
OR_31001984,CS_11006125,PD_21000831,2023-11-17,20:16:04,1,PM,DV_61000005,25
OR_31001985,CS_11007463,PD_21002216,2023-10-03,23:40:20,5,"No Coupon",DV_61000001,0
OR_31001986,CS_11001130,PD_21001932,2024-03-10,07:59:38,3,"No Coupon",DV_61000002,0
OR_31001987,CS_11001154,PD_21002669,2023-06-30,04:18:52,6,COULD,DV_61000004,15
OR_31001988,CS_11008946,PD_21009521,2024-11-29,14:02:02,3,"No Coupon",DV_61000005,0
OR_31001989,CS_11001506,PD_21004721,2024-01-01,15:51:10,8,COUNTRY,DV_61000004,15
OR_31001990,CS_11007510,PD_21003683,2024-03-26,10:46:18,9,"No Coupon",DV_61000005,0
OR_31001991,CS_11003915,PD_21008304,2023-01-11,09:57:49,1,"No Coupon",DV_61000005,0
OR_31001992,CS_11000783,PD_21004226,2023-07-03,16:21:12,5,"No Coupon",DV_61000003,0
OR_31001993,CS_11001749,PD_21001183,2023-09-14,06:43:40,9,"No Coupon",DV_61000001,0
OR_31001994,CS_11001778,PD_21001656,2024-10-22,13:54:20,6,"No Coupon",DV_61000002,0
OR_31001995,CS_11000499,PD_21004389,2023-02-05,11:44:51,3,"No Coupon",DV_61000002,0
OR_31001996,CS_11007448,PD_21008157,2023-01-21,16:21:07,10,VERY,DV_61000003,12
OR_31001997,CS_11004782,PD_21004386,2023-03-16,06:55:54,6,COMMUNITY,DV_61000003,15
OR_31001998,CS_11001494,PD_21008477,2023-01-11,15:24:33,1,EXPERT,DV_61000002,20
OR_31001999,CS_11003189,PD_21003212,2024-06-13,04:48:52,2,"No Coupon",DV_61000002,0
OR_31002000,CS_11005995,PD_21009050,2023-08-25,12:19:11,10,WOMAN,DV_61000001,10
OR_31002001,CS_11003859,PD_21007340,2024-12-23,13:46:39,6,DURING,DV_61000005,5
OR_31002002,CS_11006335,PD_21001674,2024-06-03,16:49:17,2,PAPER,DV_61000001,25
OR_31002003,CS_11005294,PD_21002608,2024-06-21,17:39:10,1,PROFESSIONAL,DV_61000002,25
OR_31002004,CS_11003942,PD_21009726,2023-09-27,03:20:20,5,PIECE,DV_61000005,25
OR_31002005,CS_11004287,PD_21003778,2024-04-25,07:59:59,3,"No Coupon",DV_61000002,0
OR_31002006,CS_11009961,PD_21003567,2023-12-08,11:21:50,6,"No Coupon",DV_61000001,0
OR_31002007,CS_11007243,PD_21003749,2023-11-25,19:03:20,1,COUNTRY,DV_61000001,15
OR_31002008,CS_11004566,PD_21007276,2023-09-25,17:46:17,4,HOUR,DV_61000001,40
OR_31002009,CS_11009809,PD_21001659,2024-11-03,11:10:14,9,"No Coupon",DV_61000005,0
OR_31002010,CS_11002961,PD_21003656,2024-06-16,21:44:15,7,STORY,DV_61000004,10
OR_31002011,CS_11008856,PD_21006562,2024-01-31,11:29:26,6,BY,DV_61000004,12
OR_31002012,CS_11008341,PD_21007776,2024-11-19,09:07:28,4,EXPLAIN,DV_61000002,20
OR_31002013,CS_11004425,PD_21005286,2024-08-03,10:37:34,5,"No Coupon",DV_61000005,0
OR_31002014,CS_11008003,PD_21001450,2023-05-08,01:59:51,6,"No Coupon",DV_61000003,0
OR_31002015,CS_11003217,PD_21000570,2024-12-01,16:29:24,6,"No Coupon",DV_61000004,0
OR_31002016,CS_11003149,PD_21002450,2023-01-12,22:54:34,4,BED,DV_61000005,12
OR_31002017,CS_11007273,PD_21000883,2023-08-04,20:12:45,9,"No Coupon",DV_61000005,0
OR_31002018,CS_11001713,PD_21007430,2024-09-18,14:51:39,2,STAR,DV_61000004,10
OR_31002019,CS_11007961,PD_21007417,2024-06-09,21:54:04,8,"No Coupon",DV_61000005,0
OR_31002020,CS_11003150,PD_21003829,2023-12-22,06:38:57,4,LAST,DV_61000005,20
OR_31002021,CS_11002441,PD_21007039,2024-09-27,08:30:12,2,"No Coupon",DV_61000004,0
OR_31002022,CS_11001093,PD_21001380,2024-06-05,02:34:04,2,"No Coupon",DV_61000001,0
OR_31002023,CS_11002583,PD_21003921,2024-02-05,21:30:19,8,TOUGH,DV_61000002,25
OR_31002024,CS_11002243,PD_21004162,2023-08-01,17:09:58,3,"No Coupon",DV_61000003,0
OR_31002025,CS_11005777,PD_21000024,2024-07-05,19:36:24,9,PRODUCTION,DV_61000002,25
OR_31002026,CS_11008092,PD_21003319,2024-04-18,05:16:43,4,YES,DV_61000001,30
OR_31002027,CS_11003635,PD_21004348,2023-04-01,17:21:47,9,"No Coupon",DV_61000001,0
OR_31002028,CS_11008186,PD_21002647,2023-12-23,16:35:28,4,FORCE,DV_61000005,25
OR_31002029,CS_11005077,PD_21007288,2023-06-16,16:27:03,6,MODEL,DV_61000002,15
OR_31002030,CS_11000647,PD_21002222,2024-12-02,21:35:25,3,FORCE,DV_61000001,25
OR_31002031,CS_11001452,PD_21002526,2023-07-03,22:08:07,2,EVIDENCE,DV_61000002,20
OR_31002032,CS_11003995,PD_21002888,2024-06-18,04:16:05,9,SHARE,DV_61000001,10
OR_31002033,CS_11000274,PD_21004565,2023-06-03,14:21:05,3,BUY,DV_61000003,12
OR_31002034,CS_11009686,PD_21004934,2024-12-15,18:09:17,7,"No Coupon",DV_61000001,0
OR_31002035,CS_11002527,PD_21003580,2023-05-13,03:33:50,5,"No Coupon",DV_61000002,0
OR_31002036,CS_11003448,PD_21002298,2024-05-13,14:54:19,6,TAKE,DV_61000005,25
OR_31002037,CS_11008768,PD_21002236,2024-07-31,10:29:19,2,CUT,DV_61000002,15
OR_31002038,CS_11001457,PD_21008505,2024-07-14,09:56:56,9,"No Coupon",DV_61000004,0
OR_31002039,CS_11005143,PD_21009780,2024-10-12,20:26:43,5,"No Coupon",DV_61000002,0
OR_31002040,CS_11001064,PD_21006213,2023-02-15,20:54:40,2,"No Coupon",DV_61000003,0
OR_31002041,CS_11004896,PD_21009621,2023-11-07,18:43:29,4,APPLY,DV_61000003,10
OR_31002042,CS_11002857,PD_21003880,2023-02-17,03:07:42,7,"No Coupon",DV_61000003,0
OR_31002043,CS_11002208,PD_21009552,2023-07-03,06:25:07,7,ASK,DV_61000001,10
OR_31002044,CS_11007814,PD_21009534,2024-10-30,09:07:36,2,"No Coupon",DV_61000003,0
OR_31002045,CS_11007033,PD_21003972,2024-06-24,15:26:43,2,"No Coupon",DV_61000002,0
OR_31002046,CS_11004374,PD_21008811,2023-01-22,09:45:46,9,PAST,DV_61000005,25
OR_31002047,CS_11000646,PD_21009913,2024-05-23,12:24:34,5,"No Coupon",DV_61000003,0
OR_31002048,CS_11000923,PD_21006315,2024-08-27,22:48:04,5,PIECE,DV_61000002,25
OR_31002049,CS_11006568,PD_21002738,2024-05-04,11:37:20,1,"No Coupon",DV_61000001,0
OR_31002050,CS_11005541,PD_21002060,2024-03-21,23:04:07,2,"No Coupon",DV_61000001,0
OR_31002051,CS_11003698,PD_21000396,2023-10-02,20:23:30,4,"No Coupon",DV_61000005,0
OR_31002052,CS_11004595,PD_21003453,2024-06-05,13:55:40,9,"No Coupon",DV_61000005,0
OR_31002053,CS_11001492,PD_21004357,2024-08-17,22:31:05,7,BEFORE,DV_61000002,12
OR_31002054,CS_11001667,PD_21008413,2023-03-26,15:19:49,7,BLOOD,DV_61000005,12
OR_31002055,CS_11006399,PD_21005011,2023-12-18,02:22:23,4,"No Coupon",DV_61000005,0
OR_31002056,CS_11003171,PD_21004231,2023-03-17,11:12:25,4,FAMILY,DV_61000001,25
OR_31002057,CS_11007775,PD_21007094,2024-07-28,17:40:57,9,OK,DV_61000002,20
OR_31002058,CS_11001611,PD_21007384,2023-11-05,09:40:02,6,PROBABLY,DV_61000005,25
OR_31002059,CS_11005984,PD_21003259,2023-07-14,07:52:05,2,"No Coupon",DV_61000002,0
OR_31002060,CS_11003106,PD_21006266,2024-07-02,01:02:21,7,YOUNG,DV_61000003,30
OR_31002061,CS_11002974,PD_21007262,2023-02-17,14:13:03,8,"No Coupon",DV_61000001,0
OR_31002062,CS_11002428,PD_21002733,2023-05-17,22:16:46,10,LANGUAGE,DV_61000001,20
OR_31002063,CS_11005952,PD_21006975,2023-05-25,04:23:29,1,POLICE,DV_61000001,25
OR_31002064,CS_11006487,PD_21007614,2023-09-21,19:04:05,3,"No Coupon",DV_61000004,0
OR_31002065,CS_11001003,PD_21005901,2023-03-26,00:18:43,3,"No Coupon",DV_61000002,0
OR_31002066,CS_11007354,PD_21004033,2024-02-06,08:01:18,7,WEEK,DV_61000003,10
OR_31002067,CS_11002250,PD_21003592,2023-08-31,00:13:09,9,"No Coupon",DV_61000005,0
OR_31002068,CS_11000734,PD_21004674,2024-03-29,21:57:33,9,"No Coupon",DV_61000003,0
OR_31002069,CS_11008587,PD_21004302,2024-05-24,01:03:06,3,"No Coupon",DV_61000002,0
OR_31002070,CS_11007666,PD_21008227,2023-05-02,23:40:09,6,FALL,DV_61000001,25
OR_31002071,CS_11008207,PD_21005387,2023-05-17,20:07:09,7,WHOLE,DV_61000004,10
OR_31002072,CS_11008434,PD_21004431,2024-03-25,02:06:55,10,LOW,DV_61000002,20
OR_31002073,CS_11004895,PD_21003281,2024-02-04,18:34:14,10,ACT,DV_61000002,10
OR_31002074,CS_11002882,PD_21007461,2024-08-19,06:58:48,10,"No Coupon",DV_61000005,0
OR_31002075,CS_11000353,PD_21005081,2023-02-17,09:48:47,4,"No Coupon",DV_61000003,0
OR_31002076,CS_11002518,PD_21006156,2023-04-23,20:04:30,1,TASK,DV_61000003,25
OR_31002077,CS_11001766,PD_21009856,2023-04-15,22:42:54,7,"No Coupon",DV_61000005,0
OR_31002078,CS_11000847,PD_21005365,2024-11-18,05:15:06,2,"No Coupon",DV_61000004,0
OR_31002079,CS_11000351,PD_21005205,2023-02-04,02:10:56,5,"No Coupon",DV_61000001,0
OR_31002080,CS_11009117,PD_21005508,2023-10-23,14:51:30,6,WAY,DV_61000001,10
OR_31002081,CS_11000550,PD_21008655,2023-07-20,04:42:44,7,"No Coupon",DV_61000004,0
OR_31002082,CS_11006586,PD_21005953,2023-06-28,21:46:43,9,SAVE,DV_61000005,10
OR_31002083,CS_11002958,PD_21008924,2024-05-23,17:15:50,6,"No Coupon",DV_61000002,0
OR_31002084,CS_11000642,PD_21006418,2023-08-31,17:58:22,4,HAND,DV_61000003,40
OR_31002085,CS_11001679,PD_21001224,2024-12-25,12:03:32,5,MOVE,DV_61000002,15
OR_31002086,CS_11004506,PD_21002358,2023-09-13,03:09:33,3,NECESSARY,DV_61000003,10
OR_31002087,CS_11003318,PD_21000144,2023-12-30,03:46:40,5,"No Coupon",DV_61000002,0
OR_31002088,CS_11003621,PD_21004845,2023-04-14,11:24:33,4,"No Coupon",DV_61000005,0
OR_31002089,CS_11003752,PD_21005484,2024-01-04,03:34:55,6,EVERY,DV_61000005,20
OR_31002090,CS_11000732,PD_21001676,2023-12-02,00:00:38,10,CONFERENCE,DV_61000004,15
OR_31002091,CS_11007380,PD_21000694,2024-04-05,09:19:49,7,SOCIETY,DV_61000002,10
OR_31002092,CS_11004940,PD_21004494,2023-11-11,17:49:29,10,"No Coupon",DV_61000002,0
OR_31002093,CS_11009782,PD_21006255,2024-06-22,07:13:19,6,"No Coupon",DV_61000004,0
OR_31002094,CS_11001368,PD_21008347,2023-02-18,19:05:31,9,"No Coupon",DV_61000004,0
OR_31002095,CS_11009496,PD_21009897,2024-02-27,12:57:03,2,UNIT,DV_61000005,50
OR_31002096,CS_11004835,PD_21005478,2023-07-30,20:16:48,1,HAPPEN,DV_61000005,40
OR_31002097,CS_11003986,PD_21003718,2024-07-14,20:46:36,3,SUPPORT,DV_61000002,10
OR_31002098,CS_11009520,PD_21001198,2024-05-28,13:16:03,4,"No Coupon",DV_61000005,0
OR_31002099,CS_11004377,PD_21002341,2023-03-19,04:17:39,1,CONSUMER,DV_61000005,15
OR_31002100,CS_11006794,PD_21004795,2023-07-11,10:01:57,3,INCLUDE,DV_61000002,35
OR_31002101,CS_11007209,PD_21002330,2024-04-08,13:23:45,1,"No Coupon",DV_61000004,0
OR_31002102,CS_11001014,PD_21003471,2023-10-22,23:33:03,9,KEY,DV_61000002,45
OR_31002103,CS_11008102,PD_21005945,2023-03-30,13:33:05,10,CITIZEN,DV_61000001,15
OR_31002104,CS_11002972,PD_21005457,2024-12-26,07:37:03,3,"No Coupon",DV_61000002,0
OR_31002105,CS_11004022,PD_21003400,2024-06-10,13:28:49,4,"No Coupon",DV_61000001,0
OR_31002106,CS_11002514,PD_21006446,2023-07-31,09:46:45,8,MOTHER,DV_61000002,15
OR_31002107,CS_11009045,PD_21009779,2024-08-27,22:28:17,4,"No Coupon",DV_61000001,0
OR_31002108,CS_11008596,PD_21009145,2023-12-17,09:18:14,8,BECOME,DV_61000001,12
OR_31002109,CS_11000680,PD_21000498,2023-05-31,02:15:31,7,HE,DV_61000002,40
OR_31002110,CS_11001886,PD_21003373,2024-06-08,08:51:47,5,"No Coupon",DV_61000005,0
OR_31002111,CS_11009596,PD_21004049,2023-04-12,18:39:30,9,BASE,DV_61000003,12
OR_31002112,CS_11001059,PD_21003533,2024-04-23,00:01:25,4,"No Coupon",DV_61000005,0
OR_31002113,CS_11004535,PD_21006148,2024-08-16,00:51:08,7,"No Coupon",DV_61000001,0
OR_31002114,CS_11003845,PD_21008923,2023-05-31,09:00:45,9,EXACTLY,DV_61000002,20
OR_31002115,CS_11001488,PD_21007779,2023-10-16,15:46:07,8,"No Coupon",DV_61000002,0
OR_31002116,CS_11003869,PD_21007285,2024-09-10,06:25:36,3,"No Coupon",DV_61000002,0
OR_31002117,CS_11002760,PD_21003716,2024-12-06,04:22:54,8,REQUIRE,DV_61000002,5
OR_31002118,CS_11007997,PD_21002609,2023-06-11,17:08:17,4,AVAILABLE,DV_61000003,10
OR_31002119,CS_11001660,PD_21009210,2024-07-24,04:38:29,6,MISSION,DV_61000004,15
OR_31002120,CS_11001142,PD_21008013,2023-09-08,07:51:37,1,"No Coupon",DV_61000001,0
OR_31002121,CS_11001044,PD_21001698,2024-05-18,10:28:05,4,"No Coupon",DV_61000003,0
OR_31002122,CS_11009490,PD_21009987,2023-01-18,20:26:59,9,MISS,DV_61000005,15
OR_31002123,CS_11004027,PD_21002873,2023-06-25,23:45:31,9,"No Coupon",DV_61000004,0
OR_31002124,CS_11002428,PD_21003926,2023-12-11,20:30:38,8,"No Coupon",DV_61000004,0
OR_31002125,CS_11000366,PD_21000758,2023-03-14,18:12:07,4,"No Coupon",DV_61000002,0
OR_31002126,CS_11008968,PD_21004328,2023-08-04,01:45:23,10,"No Coupon",DV_61000003,0
OR_31002127,CS_11000094,PD_21002345,2024-09-25,23:56:40,6,"No Coupon",DV_61000005,0
OR_31002128,CS_11006959,PD_21009754,2023-11-22,20:47:05,9,DISCOVER,DV_61000002,5
OR_31002129,CS_11000062,PD_21001503,2024-02-24,02:58:26,10,"No Coupon",DV_61000002,0
OR_31002130,CS_11009859,PD_21008780,2024-08-28,02:31:15,1,SHARE,DV_61000001,10
OR_31002131,CS_11005473,PD_21009561,2023-07-15,19:41:45,5,"No Coupon",DV_61000004,0
OR_31002132,CS_11009883,PD_21003593,2023-11-28,22:57:02,10,DEBATE,DV_61000005,5
OR_31002133,CS_11008658,PD_21000208,2024-09-10,00:03:07,6,MACHINE,DV_61000004,15
OR_31002134,CS_11001113,PD_21008882,2023-06-01,02:19:33,2,RELATIONSHIP,DV_61000003,5
OR_31002135,CS_11002904,PD_21005589,2024-11-05,12:44:46,10,NOR,DV_61000001,10
OR_31002136,CS_11003530,PD_21002673,2023-02-20,16:57:19,7,"No Coupon",DV_61000002,0
OR_31002137,CS_11000237,PD_21004404,2023-03-11,09:52:01,5,"No Coupon",DV_61000001,0
OR_31002138,CS_11004403,PD_21000398,2024-09-23,22:16:26,1,"No Coupon",DV_61000002,0
OR_31002139,CS_11003587,PD_21000063,2024-02-05,15:43:04,5,CHECK,DV_61000001,15
OR_31002140,CS_11007336,PD_21002117,2023-07-27,21:57:12,10,"No Coupon",DV_61000002,0
OR_31002141,CS_11001356,PD_21005435,2023-03-21,02:36:44,4,SPACE,DV_61000004,10
OR_31002142,CS_11005545,PD_21003367,2024-03-22,21:40:58,2,SPEND,DV_61000004,10
OR_31002143,CS_11009354,PD_21001460,2024-03-20,21:23:44,1,"No Coupon",DV_61000004,0
OR_31002144,CS_11004999,PD_21007495,2024-07-16,02:10:30,3,KEY,DV_61000004,45
OR_31002145,CS_11003024,PD_21002921,2023-09-06,13:07:12,7,"No Coupon",DV_61000001,0
OR_31002146,CS_11003738,PD_21004008,2024-01-10,12:59:53,7,"No Coupon",DV_61000002,0
OR_31002147,CS_11002710,PD_21000411,2023-10-26,12:04:17,4,"No Coupon",DV_61000004,0
OR_31002148,CS_11001704,PD_21002773,2023-11-06,04:10:54,2,HOW,DV_61000001,40
OR_31002149,CS_11003478,PD_21003803,2023-01-04,22:15:22,7,BILLION,DV_61000002,12
OR_31002150,CS_11007813,PD_21005512,2024-03-16,06:56:35,4,"No Coupon",DV_61000001,0
OR_31002151,CS_11003401,PD_21001931,2024-10-03,06:28:07,8,"No Coupon",DV_61000004,0
OR_31002152,CS_11004712,PD_21007634,2023-03-10,16:48:31,5,"No Coupon",DV_61000003,0
OR_31002153,CS_11007592,PD_21009299,2023-02-14,13:43:33,2,EVENT,DV_61000001,20
OR_31002154,CS_11002300,PD_21002429,2023-07-23,21:28:54,2,"No Coupon",DV_61000004,0
OR_31002155,CS_11006749,PD_21008886,2023-11-02,21:45:37,6,TONIGHT,DV_61000005,25
OR_31002156,CS_11006392,PD_21009515,2024-01-03,08:47:12,7,MATERIAL,DV_61000002,15
OR_31002157,CS_11006609,PD_21006126,2024-03-18,23:46:38,5,HEAD,DV_61000004,40
OR_31002158,CS_11001091,PD_21001690,2024-05-31,23:29:40,2,"No Coupon",DV_61000005,0
OR_31002159,CS_11002295,PD_21001317,2024-02-22,10:25:45,1,"No Coupon",DV_61000001,0
OR_31002160,CS_11003863,PD_21002887,2023-07-06,14:41:43,1,SOMETHING,DV_61000001,10
OR_31002161,CS_11006290,PD_21006135,2023-03-26,22:41:02,3,SUCH,DV_61000005,10
OR_31002162,CS_11000427,PD_21002123,2023-10-02,12:47:07,3,"No Coupon",DV_61000005,0
OR_31002163,CS_11008288,PD_21005333,2023-12-20,20:40:39,8,"No Coupon",DV_61000002,0
OR_31002164,CS_11008163,PD_21005553,2023-09-05,08:56:55,6,CELL,DV_61000001,15
OR_31002165,CS_11008656,PD_21006054,2023-12-21,02:51:16,2,"No Coupon",DV_61000005,0
OR_31002166,CS_11001641,PD_21006901,2023-09-21,04:42:58,8,BILL,DV_61000003,12
OR_31002167,CS_11000734,PD_21004969,2024-09-26,07:36:00,5,FEW,DV_61000003,25
OR_31002168,CS_11001861,PD_21004671,2023-02-23,04:09:56,6,"No Coupon",DV_61000005,0
OR_31002169,CS_11005098,PD_21003678,2024-08-29,06:12:40,8,"No Coupon",DV_61000002,0
OR_31002170,CS_11005083,PD_21002455,2023-05-17,04:01:07,10,"No Coupon",DV_61000001,0
OR_31002171,CS_11007198,PD_21001454,2023-02-26,05:47:56,2,DEBATE,DV_61000003,5
OR_31002172,CS_11003425,PD_21003091,2024-03-20,04:21:32,8,ADDRESS,DV_61000005,10
OR_31002173,CS_11005889,PD_21001820,2024-01-22,09:42:40,2,"No Coupon",DV_61000005,0
OR_31002174,CS_11002570,PD_21001552,2024-07-20,03:27:36,8,"No Coupon",DV_61000004,0
OR_31002175,CS_11007903,PD_21002552,2023-08-21,19:55:47,4,"No Coupon",DV_61000005,0
OR_31002176,CS_11005573,PD_21003431,2024-10-26,03:17:04,8,"No Coupon",DV_61000002,0
OR_31002177,CS_11004837,PD_21008244,2024-03-03,22:44:44,8,HOWEVER,DV_61000003,40
OR_31002178,CS_11004679,PD_21003801,2023-01-26,13:47:37,7,WHATEVER,DV_61000004,10
OR_31002179,CS_11007375,PD_21009836,2023-03-22,22:49:48,2,UNDER,DV_61000003,50
OR_31002180,CS_11001770,PD_21007568,2024-06-02,05:21:18,4,HIS,DV_61000003,40
OR_31002181,CS_11008848,PD_21009000,2023-03-07,17:42:46,8,MRS,DV_61000002,15
OR_31002182,CS_11002153,PD_21007718,2024-04-20,07:34:44,2,MONEY,DV_61000005,15
OR_31002183,CS_11008652,PD_21005651,2023-11-25,02:46:54,3,"No Coupon",DV_61000002,0
OR_31002184,CS_11009004,PD_21002883,2024-10-20,15:04:15,4,"No Coupon",DV_61000005,0
OR_31002185,CS_11004440,PD_21005503,2023-05-25,06:32:49,1,"No Coupon",DV_61000004,0
OR_31002186,CS_11000176,PD_21007736,2024-10-18,02:14:55,3,GUESS,DV_61000002,50
OR_31002187,CS_11006934,PD_21004962,2023-02-21,01:27:08,4,THROW,DV_61000002,25
OR_31002188,CS_11007898,PD_21003806,2023-04-25,19:05:48,1,"No Coupon",DV_61000001,0
OR_31002189,CS_11007496,PD_21000208,2023-12-08,13:56:43,2,"No Coupon",DV_61000002,0
OR_31002190,CS_11000682,PD_21000970,2024-09-30,19:35:04,10,AS,DV_61000001,10
OR_31002191,CS_11007918,PD_21006947,2023-04-18,12:47:57,4,MOVEMENT,DV_61000005,15
OR_31002192,CS_11008044,PD_21001674,2023-12-12,19:45:21,1,"No Coupon",DV_61000005,0
OR_31002193,CS_11002311,PD_21008734,2023-11-28,06:35:37,7,SOCIAL,DV_61000005,10
