Tr_ID,Or_ID,Transaction_Mode,Reward
TR_41002051,OR_31001542,Wallet,No
TR_41002052,OR_31002494,"Credit Card",No
TR_41002053,OR_31004419,UPI,No
TR_41002054,OR_31004196,"Debit Card",Yes
TR_41002055,OR_31008129,"Debit Card",Yes
TR_41002056,OR_31001881,UPI,No
TR_41002057,OR_31007196,UPI,Yes
TR_41002058,OR_31002487,Wallet,No
TR_41002059,OR_31000150,"Debit Card",Yes
TR_41002060,OR_31002701,"Net Banking",Yes
TR_41002061,OR_31007770,UPI,No
TR_41002062,OR_31004943,"Debit Card",No
TR_41002063,OR_31001479,Wallet,Yes
TR_41002064,OR_31008442,"Credit Card",No
TR_41002065,OR_31005164,Wallet,No
TR_41002066,OR_31008679,"Credit Card",Yes
TR_41002067,OR_31008823,"Credit Card",Yes
TR_41002068,OR_31007269,"Net Banking",Yes
TR_41002069,OR_31004356,UPI,No
TR_41002070,OR_31005833,Wallet,No
TR_41002071,OR_31000948,Wallet,No
TR_41002072,OR_31006309,"Credit Card",No
TR_41002073,OR_31001570,Wallet,Yes
TR_41002074,OR_31005866,"Debit Card",No
TR_41002075,OR_31004731,UPI,No
TR_41002076,OR_31005080,UPI,Yes
TR_41002077,OR_31005792,Wallet,Yes
TR_41002078,OR_31005436,"Credit Card",Yes
TR_41002079,OR_31009100,Wallet,Yes
TR_41002080,OR_31000027,"Debit Card",Yes
TR_41002081,OR_31008634,"Net Banking",No
TR_41002082,OR_31007194,"Credit Card",Yes
TR_41002083,OR_31009211,UPI,No
TR_41002084,OR_31004114,"Debit Card",Yes
TR_41002085,OR_31001570,"Credit Card",Yes
TR_41002086,OR_31001397,"Net Banking",No
TR_41002087,OR_31000324,Wallet,No
TR_41002088,OR_31004282,"Credit Card",No
TR_41002089,OR_31006568,"Net Banking",Yes
TR_41002090,OR_31003752,"Net Banking",No
TR_41002091,OR_31003572,"Debit Card",Yes
TR_41002092,OR_31004209,"Credit Card",Yes
TR_41002093,OR_31006743,"Net Banking",No
TR_41002094,OR_31002524,UPI,Yes
TR_41002095,OR_31004780,"Debit Card",Yes
TR_41002096,OR_31004806,"Credit Card",No
TR_41002097,OR_31008298,Wallet,No
TR_41002098,OR_31006541,"Net Banking",No
TR_41002099,OR_31007095,"Debit Card",No
TR_41002100,OR_31008636,UPI,No
TR_41002101,OR_31002863,"Credit Card",No
TR_41002102,OR_31002682,"Net Banking",Yes
TR_41002103,OR_31003541,Wallet,Yes
TR_41002104,OR_31000825,Wallet,No
TR_41002105,OR_31007033,"Net Banking",Yes
TR_41002106,OR_31009346,"Net Banking",Yes
TR_41002107,OR_31007358,"Credit Card",Yes
TR_41002108,OR_31001811,"Net Banking",Yes
TR_41002109,OR_31006926,Wallet,Yes
TR_41002110,OR_31001710,"Credit Card",Yes
TR_41002111,OR_31000774,"Net Banking",Yes
TR_41002112,OR_31008619,Wallet,No
TR_41002113,OR_31007796,UPI,No
TR_41002114,OR_31004569,"Credit Card",Yes
TR_41002115,OR_31000954,Wallet,No
TR_41002116,OR_31004756,"Debit Card",Yes
TR_41002117,OR_31005454,"Debit Card",No
TR_41002118,OR_31005338,Wallet,Yes
TR_41002119,OR_31006000,UPI,Yes
TR_41002120,OR_31009873,"Net Banking",Yes
TR_41002121,OR_31001141,"Credit Card",No
TR_41002122,OR_31009342,"Credit Card",No
TR_41002123,OR_31006460,UPI,Yes
TR_41002124,OR_31005424,Wallet,Yes
TR_41002125,OR_31008965,UPI,Yes
TR_41002126,OR_31002604,"Net Banking",Yes
TR_41002127,OR_31002245,UPI,Yes
TR_41002128,OR_31008735,Wallet,Yes
TR_41002129,OR_31003615,UPI,No
TR_41002130,OR_31003350,Wallet,No
TR_41002131,OR_31000687,"Debit Card",Yes
TR_41002132,OR_31000182,UPI,Yes
TR_41002133,OR_31008814,"Credit Card",No
TR_41002134,OR_31000043,"Debit Card",Yes
TR_41002135,OR_31001915,"Debit Card",Yes
TR_41002136,OR_31000664,UPI,Yes
TR_41002137,OR_31005958,"Debit Card",Yes
TR_41002138,OR_31006979,"Credit Card",No
TR_41002139,OR_31000148,"Net Banking",No
TR_41002140,OR_31008329,"Credit Card",Yes
TR_41002141,OR_31003454,"Net Banking",No
TR_41002142,OR_31000090,"Net Banking",No
TR_41002143,OR_31005586,"Credit Card",Yes
TR_41002144,OR_31007715,"Net Banking",Yes
TR_41002145,OR_31003341,UPI,No
TR_41002146,OR_31003152,UPI,No
TR_41002147,OR_31000209,"Credit Card",Yes
TR_41002148,OR_31004941,UPI,Yes
TR_41002149,OR_31006846,"Credit Card",Yes
TR_41002150,OR_31006517,"Net Banking",Yes
TR_41002151,OR_31000512,"Debit Card",Yes
TR_41002152,OR_31003598,UPI,Yes
TR_41002153,OR_31006407,"Credit Card",Yes
TR_41002154,OR_31003637,UPI,Yes
TR_41002155,OR_31008195,Wallet,Yes
TR_41002156,OR_31009493,UPI,No
TR_41002157,OR_31002752,Wallet,No
TR_41002158,OR_31001946,UPI,No
TR_41002159,OR_31003386,"Net Banking",Yes
TR_41002160,OR_31000104,"Credit Card",Yes
TR_41002161,OR_31009222,"Credit Card",No
TR_41002162,OR_31003680,"Credit Card",Yes
TR_41002163,OR_31009986,Wallet,No
TR_41002164,OR_31009964,"Credit Card",Yes
TR_41002165,OR_31009652,"Net Banking",Yes
TR_41002166,OR_31002286,"Net Banking",No
TR_41002167,OR_31006368,UPI,No
TR_41002168,OR_31000387,"Net Banking",No
TR_41002169,OR_31002972,"Debit Card",No
TR_41002170,OR_31009921,"Debit Card",No
TR_41002171,OR_31000612,"Net Banking",No
TR_41002172,OR_31004649,"Net Banking",Yes
TR_41002173,OR_31009103,"Credit Card",No
TR_41002174,OR_31002742,UPI,No
TR_41002175,OR_31007238,Wallet,No
TR_41002176,OR_31009615,"Net Banking",No
TR_41002177,OR_31005348,"Net Banking",Yes
TR_41002178,OR_31006558,"Net Banking",No
TR_41002179,OR_31003897,Wallet,Yes
TR_41002180,OR_31006322,Wallet,Yes
TR_41002181,OR_31006770,UPI,No
TR_41002182,OR_31008298,"Net Banking",No
TR_41002183,OR_31008989,UPI,Yes
TR_41002184,OR_31004807,"Credit Card",No
TR_41002185,OR_31006579,UPI,No
TR_41002186,OR_31007790,"Credit Card",Yes
TR_41002187,OR_31000781,"Net Banking",No
TR_41002188,OR_31008690,"Credit Card",Yes
TR_41002189,OR_31000878,"Debit Card",No
TR_41002190,OR_31007011,Wallet,No
TR_41002191,OR_31004813,UPI,No
TR_41002192,OR_31001260,"Debit Card",No
TR_41002193,OR_31001853,Wallet,No
TR_41002194,OR_31008493,"Credit Card",No
TR_41002195,OR_31004906,Wallet,Yes
TR_41002196,OR_31002102,"Debit Card",No
TR_41002197,OR_31000353,"Credit Card",No
TR_41002198,OR_31000565,"Net Banking",No
TR_41002199,OR_31001359,"Debit Card",Yes
TR_41002200,OR_31004261,Wallet,Yes
TR_41002201,OR_31003094,UPI,No
TR_41002202,OR_31007866,"Credit Card",No
TR_41002203,OR_31001519,Wallet,No
TR_41002204,OR_31005292,Wallet,Yes
TR_41002205,OR_31002500,UPI,No
TR_41002206,OR_31003079,Wallet,No
TR_41002207,OR_31006596,"Debit Card",No
TR_41002208,OR_31007227,Wallet,No
TR_41002209,OR_31005864,"Credit Card",Yes
TR_41002210,OR_31004271,"Net Banking",No
TR_41002211,OR_31004020,"Net Banking",No
TR_41002212,OR_31001086,Wallet,Yes
TR_41002213,OR_31000307,"Credit Card",Yes
TR_41002214,OR_31006330,UPI,Yes
TR_41002215,OR_31001087,UPI,No
TR_41002216,OR_31003854,"Credit Card",No
TR_41002217,OR_31000181,"Debit Card",Yes
TR_41002218,OR_31003620,"Net Banking",Yes
TR_41002219,OR_31005052,"Credit Card",No
TR_41002220,OR_31000992,UPI,No
TR_41002221,OR_31008194,"Net Banking",No
TR_41002222,OR_31006986,"Debit Card",No
TR_41002223,OR_31003169,"Debit Card",No
TR_41002224,OR_31000747,"Net Banking",Yes
TR_41002225,OR_31001856,"Debit Card",Yes
TR_41002226,OR_31008663,UPI,No
TR_41002227,OR_31001893,Wallet,No
TR_41002228,OR_31009394,Wallet,Yes
TR_41002229,OR_31003579,"Credit Card",Yes
TR_41002230,OR_31002493,"Debit Card",No
TR_41002231,OR_31007428,Wallet,No
TR_41002232,OR_31006240,"Debit Card",No
TR_41002233,OR_31000035,Wallet,No
TR_41002234,OR_31004484,"Net Banking",No
TR_41002235,OR_31005079,"Credit Card",No
TR_41002236,OR_31009686,"Debit Card",Yes
TR_41002237,OR_31009228,Wallet,No
TR_41002238,OR_31002250,"Debit Card",Yes
TR_41002239,OR_31006776,"Credit Card",Yes
TR_41002240,OR_31000522,"Net Banking",No
TR_41002241,OR_31005023,"Credit Card",No
TR_41002242,OR_31008966,UPI,Yes
TR_41002243,OR_31004984,Wallet,Yes
TR_41002244,OR_31000924,"Debit Card",Yes
TR_41002245,OR_31009543,"Debit Card",Yes
TR_41002246,OR_31006096,"Net Banking",No
TR_41002247,OR_31005256,"Net Banking",Yes
TR_41002248,OR_31003862,"Net Banking",Yes
TR_41002249,OR_31004352,"Debit Card",Yes
TR_41002250,OR_31005164,"Net Banking",No
TR_41002251,OR_31003810,UPI,No
TR_41002252,OR_31004163,Wallet,No
TR_41002253,OR_31009203,"Debit Card",No
TR_41002254,OR_31008939,"Debit Card",Yes
TR_41002255,OR_31003760,"Debit Card",Yes
TR_41002256,OR_31003081,UPI,No
TR_41002257,OR_31002174,"Debit Card",Yes
TR_41002258,OR_31009370,"Credit Card",Yes
TR_41002259,OR_31005885,"Net Banking",No
TR_41002260,OR_31007245,"Credit Card",Yes
TR_41002261,OR_31005488,UPI,Yes
TR_41002262,OR_31009083,UPI,Yes
TR_41002263,OR_31006373,UPI,No
TR_41002264,OR_31004543,"Debit Card",No
TR_41002265,OR_31005067,"Debit Card",No
TR_41002266,OR_31004966,UPI,No
TR_41002267,OR_31004069,Wallet,Yes
TR_41002268,OR_31001583,"Net Banking",No
TR_41002269,OR_31005467,Wallet,No
TR_41002270,OR_31003209,"Debit Card",No
TR_41002271,OR_31009193,"Net Banking",No
TR_41002272,OR_31008127,UPI,Yes
TR_41002273,OR_31005824,"Debit Card",Yes
TR_41002274,OR_31001505,"Net Banking",Yes
TR_41002275,OR_31007575,UPI,Yes
TR_41002276,OR_31009572,"Net Banking",Yes
TR_41002277,OR_31009268,UPI,Yes
TR_41002278,OR_31009279,"Net Banking",Yes
TR_41002279,OR_31000511,"Credit Card",Yes
TR_41002280,OR_31001630,"Net Banking",Yes
TR_41002281,OR_31009403,UPI,Yes
TR_41002282,OR_31005649,"Credit Card",Yes
TR_41002283,OR_31009194,"Debit Card",Yes
TR_41002284,OR_31005803,Wallet,No
TR_41002285,OR_31004073,"Net Banking",No
TR_41002286,OR_31005051,"Credit Card",No
TR_41002287,OR_31004893,"Net Banking",No
TR_41002288,OR_31003148,"Debit Card",No
TR_41002289,OR_31001488,"Debit Card",No
TR_41002290,OR_31004389,"Debit Card",Yes
TR_41002291,OR_31007058,UPI,Yes
TR_41002292,OR_31009573,"Debit Card",No
TR_41002293,OR_31001692,UPI,No
TR_41002294,OR_31006418,"Credit Card",Yes
TR_41002295,OR_31003752,"Net Banking",No
TR_41002296,OR_31002996,Wallet,Yes
TR_41002297,OR_31007222,"Debit Card",Yes
TR_41002298,OR_31008094,"Debit Card",No
TR_41002299,OR_31007761,"Credit Card",Yes
TR_41002300,OR_31003282,"Net Banking",No
TR_41002301,OR_31004123,UPI,No
TR_41002302,OR_31004741,UPI,Yes
TR_41002303,OR_31007590,"Net Banking",No
TR_41002304,OR_31000607,UPI,Yes
TR_41002305,OR_31005388,UPI,No
TR_41002306,OR_31008247,"Net Banking",Yes
TR_41002307,OR_31007835,UPI,Yes
TR_41002308,OR_31002963,"Debit Card",No
TR_41002309,OR_31000569,"Credit Card",Yes
TR_41002310,OR_31004599,"Credit Card",No
TR_41002311,OR_31006132,Wallet,No
TR_41002312,OR_31005087,"Debit Card",Yes
TR_41002313,OR_31004803,Wallet,Yes
TR_41002314,OR_31005871,UPI,No
TR_41002315,OR_31001278,"Net Banking",Yes
TR_41002316,OR_31006608,Wallet,Yes
TR_41002317,OR_31009996,UPI,No
TR_41002318,OR_31005558,Wallet,No
TR_41002319,OR_31001582,Wallet,Yes
TR_41002320,OR_31007833,Wallet,Yes
TR_41002321,OR_31003201,"Debit Card",No
TR_41002322,OR_31003429,"Net Banking",No
TR_41002323,OR_31000503,UPI,No
TR_41002324,OR_31005603,UPI,Yes
TR_41002325,OR_31005265,UPI,No
TR_41002326,OR_31000630,Wallet,No
TR_41002327,OR_31005558,"Debit Card",Yes
TR_41002328,OR_31007027,Wallet,Yes
TR_41002329,OR_31006250,"Net Banking",Yes
TR_41002330,OR_31007507,"Credit Card",No
TR_41002331,OR_31002024,"Debit Card",Yes
TR_41002332,OR_31000672,Wallet,No
TR_41002333,OR_31007046,Wallet,No
TR_41002334,OR_31000798,Wallet,Yes
TR_41002335,OR_31004150,"Net Banking",Yes
TR_41002336,OR_31004827,"Debit Card",No
TR_41002337,OR_31006111,"Debit Card",Yes
TR_41002338,OR_31002445,"Debit Card",Yes
TR_41002339,OR_31003702,UPI,No
TR_41002340,OR_31006654,"Net Banking",Yes
TR_41002341,OR_31003736,Wallet,Yes
TR_41002342,OR_31007781,"Debit Card",No
TR_41002343,OR_31003891,"Credit Card",No
TR_41002344,OR_31007756,"Debit Card",Yes
TR_41002345,OR_31009319,"Debit Card",No
TR_41002346,OR_31002988,Wallet,No
TR_41002347,OR_31006838,UPI,No
TR_41002348,OR_31008889,Wallet,Yes
TR_41002349,OR_31006523,"Debit Card",Yes
TR_41002350,OR_31001448,"Credit Card",No
TR_41002351,OR_31001876,Wallet,Yes
TR_41002352,OR_31009220,"Credit Card",No
TR_41002353,OR_31001812,UPI,Yes
TR_41002354,OR_31000731,"Net Banking",Yes
TR_41002355,OR_31006533,Wallet,No
TR_41002356,OR_31008208,"Credit Card",Yes
TR_41002357,OR_31005645,"Debit Card",No
TR_41002358,OR_31007590,"Net Banking",Yes
TR_41002359,OR_31002394,"Debit Card",Yes
TR_41002360,OR_31007844,"Debit Card",No
TR_41002361,OR_31008629,"Debit Card",Yes
TR_41002362,OR_31007478,UPI,No
TR_41002363,OR_31008019,"Net Banking",Yes
TR_41002364,OR_31006616,"Credit Card",No
TR_41002365,OR_31005414,"Credit Card",Yes
TR_41002366,OR_31004987,"Debit Card",No
TR_41002367,OR_31004801,"Credit Card",No
TR_41002368,OR_31002952,UPI,Yes
TR_41002369,OR_31003522,Wallet,Yes
TR_41002370,OR_31001824,UPI,No
TR_41002371,OR_31002263,UPI,No
TR_41002372,OR_31006962,"Debit Card",Yes
TR_41002373,OR_31009929,Wallet,Yes
TR_41002374,OR_31004604,"Debit Card",Yes
TR_41002375,OR_31003008,"Net Banking",No
TR_41002376,OR_31002380,"Debit Card",No
TR_41002377,OR_31001519,UPI,No
TR_41002378,OR_31003487,UPI,No
TR_41002379,OR_31009348,UPI,No
TR_41002380,OR_31001316,"Debit Card",Yes
TR_41002381,OR_31008163,"Credit Card",Yes
TR_41002382,OR_31000547,"Net Banking",No
TR_41002383,OR_31008060,"Net Banking",Yes
TR_41002384,OR_31001060,UPI,Yes
TR_41002385,OR_31004637,UPI,Yes
TR_41002386,OR_31006632,"Debit Card",No
TR_41002387,OR_31009748,"Debit Card",Yes
TR_41002388,OR_31003358,UPI,No
TR_41002389,OR_31008921,"Debit Card",No
TR_41002390,OR_31004536,"Credit Card",Yes
TR_41002391,OR_31005079,"Net Banking",No
TR_41002392,OR_31008786,"Credit Card",No
TR_41002393,OR_31006150,"Credit Card",Yes
TR_41002394,OR_31009651,"Debit Card",Yes
TR_41002395,OR_31006930,"Net Banking",Yes
TR_41002396,OR_31000921,"Debit Card",Yes
TR_41002397,OR_31006568,"Net Banking",Yes
TR_41002398,OR_31007899,"Debit Card",Yes
TR_41002399,OR_31008309,"Credit Card",Yes
TR_41002400,OR_31003395,"Credit Card",Yes
TR_41002401,OR_31001357,UPI,Yes
TR_41002402,OR_31002292,"Net Banking",No
TR_41002403,OR_31009793,UPI,Yes
TR_41002404,OR_31002761,"Debit Card",No
TR_41002405,OR_31009435,Wallet,Yes
TR_41002406,OR_31007562,"Net Banking",Yes
TR_41002407,OR_31001399,"Credit Card",Yes
TR_41002408,OR_31003974,UPI,Yes
TR_41002409,OR_31003300,"Credit Card",No
TR_41002410,OR_31008522,"Net Banking",Yes
TR_41002411,OR_31003077,"Credit Card",No
TR_41002412,OR_31003882,UPI,Yes
TR_41002413,OR_31005644,"Debit Card",Yes
TR_41002414,OR_31003278,"Debit Card",Yes
TR_41002415,OR_31008134,"Debit Card",Yes
TR_41002416,OR_31009062,"Credit Card",Yes
TR_41002417,OR_31000152,"Debit Card",Yes
TR_41002418,OR_31000245,UPI,Yes
TR_41002419,OR_31004348,"Net Banking",Yes
TR_41002420,OR_31002894,UPI,No
TR_41002421,OR_31002528,Wallet,No
TR_41002422,OR_31003296,"Debit Card",Yes
TR_41002423,OR_31005936,"Debit Card",No
TR_41002424,OR_31004817,Wallet,No
TR_41002425,OR_31009453,Wallet,No
TR_41002426,OR_31008590,"Debit Card",Yes
TR_41002427,OR_31004230,UPI,Yes
TR_41002428,OR_31005601,Wallet,No
TR_41002429,OR_31007935,"Net Banking",Yes
TR_41002430,OR_31005518,"Net Banking",No
TR_41002431,OR_31003987,"Debit Card",No
TR_41002432,OR_31001344,"Net Banking",Yes
TR_41002433,OR_31006175,UPI,Yes
TR_41002434,OR_31008956,UPI,Yes
TR_41002435,OR_31006438,UPI,No
TR_41002436,OR_31002772,"Net Banking",Yes
TR_41002437,OR_31006392,Wallet,No
TR_41002438,OR_31008920,Wallet,Yes
TR_41002439,OR_31005645,"Net Banking",No
TR_41002440,OR_31008975,"Net Banking",No
TR_41002441,OR_31007040,"Debit Card",Yes
TR_41002442,OR_31003524,UPI,No
TR_41002443,OR_31003119,Wallet,No
TR_41002444,OR_31001915,"Debit Card",No
TR_41002445,OR_31006645,UPI,No
TR_41002446,OR_31009156,UPI,No
TR_41002447,OR_31004744,"Net Banking",Yes
TR_41002448,OR_31006770,"Net Banking",No
TR_41002449,OR_31000100,"Credit Card",No
TR_41002450,OR_31004079,"Credit Card",Yes
TR_41002451,OR_31007232,"Net Banking",Yes
TR_41002452,OR_31009997,"Debit Card",No
TR_41002453,OR_31007260,"Net Banking",Yes
TR_41002454,OR_31000150,"Net Banking",No
TR_41002455,OR_31001097,"Debit Card",Yes
TR_41002456,OR_31005869,"Credit Card",No
TR_41002457,OR_31006398,"Net Banking",Yes
TR_41002458,OR_31004725,"Credit Card",Yes
TR_41002459,OR_31000957,"Net Banking",No
TR_41002460,OR_31008513,"Credit Card",Yes
TR_41002461,OR_31009983,UPI,Yes
TR_41002462,OR_31004641,"Credit Card",Yes
TR_41002463,OR_31009063,UPI,No
TR_41002464,OR_31007203,"Credit Card",Yes
TR_41002465,OR_31007028,"Net Banking",No
TR_41002466,OR_31005722,UPI,Yes
TR_41002467,OR_31009283,"Credit Card",No
TR_41002468,OR_31001777,"Debit Card",No
TR_41002469,OR_31001724,"Net Banking",No
TR_41002470,OR_31002619,UPI,Yes
TR_41002471,OR_31008014,"Credit Card",Yes
TR_41002472,OR_31009674,"Net Banking",Yes
TR_41002473,OR_31005646,UPI,Yes
TR_41002474,OR_31009773,UPI,No
TR_41002475,OR_31005504,Wallet,Yes
TR_41002476,OR_31000122,Wallet,Yes
TR_41002477,OR_31004471,"Debit Card",No
TR_41002478,OR_31009450,"Credit Card",No
TR_41002479,OR_31005652,"Debit Card",Yes
TR_41002480,OR_31007072,"Debit Card",No
TR_41002481,OR_31005926,Wallet,No
TR_41002482,OR_31004922,"Credit Card",Yes
TR_41002483,OR_31004322,Wallet,Yes
TR_41002484,OR_31007452,"Credit Card",No
TR_41002485,OR_31004780,"Net Banking",Yes
TR_41002486,OR_31002739,Wallet,Yes
TR_41002487,OR_31009258,UPI,Yes
TR_41002488,OR_31005204,"Net Banking",No
TR_41002489,OR_31008797,"Credit Card",Yes
TR_41002490,OR_31004345,Wallet,No
TR_41002491,OR_31001309,"Credit Card",Yes
TR_41002492,OR_31008343,Wallet,No
TR_41002493,OR_31007039,"Net Banking",Yes
TR_41002494,OR_31004240,UPI,Yes
TR_41002495,OR_31008269,"Credit Card",No
TR_41002496,OR_31009098,"Debit Card",Yes
TR_41002497,OR_31006782,"Net Banking",No
TR_41002498,OR_31001664,"Net Banking",No
TR_41002499,OR_31004303,"Debit Card",No
TR_41002500,OR_31007731,"Debit Card",No
TR_41002501,OR_31005419,"Net Banking",Yes
TR_41002502,OR_31007692,Wallet,No
TR_41002503,OR_31000659,"Credit Card",No
TR_41002504,OR_31009949,"Debit Card",No
TR_41002505,OR_31005957,"Net Banking",No
TR_41002506,OR_31006991,Wallet,Yes
TR_41002507,OR_31002132,"Debit Card",No
TR_41002508,OR_31004580,"Debit Card",Yes
TR_41002509,OR_31002489,"Net Banking",Yes
TR_41002510,OR_31008379,"Net Banking",No
TR_41002511,OR_31008266,Wallet,No
TR_41002512,OR_31009733,"Net Banking",No
TR_41002513,OR_31000024,"Net Banking",No
TR_41002514,OR_31000276,"Net Banking",No
TR_41002515,OR_31004909,UPI,Yes
TR_41002516,OR_31000302,"Credit Card",Yes
TR_41002517,OR_31007980,"Net Banking",No
TR_41002518,OR_31006067,UPI,No
TR_41002519,OR_31002667,"Credit Card",Yes
TR_41002520,OR_31009036,UPI,No
TR_41002521,OR_31004428,Wallet,Yes
TR_41002522,OR_31007466,"Credit Card",Yes
TR_41002523,OR_31003873,UPI,No
TR_41002524,OR_31008236,"Net Banking",No
TR_41002525,OR_31008265,UPI,Yes
TR_41002526,OR_31002430,"Debit Card",Yes
TR_41002527,OR_31009591,"Net Banking",No
TR_41002528,OR_31002148,UPI,Yes
TR_41002529,OR_31005881,"Debit Card",No
TR_41002530,OR_31003511,"Debit Card",No
TR_41002531,OR_31000470,"Credit Card",No
TR_41002532,OR_31001164,UPI,No
TR_41002533,OR_31006053,Wallet,Yes
TR_41002534,OR_31007434,"Net Banking",No
TR_41002535,OR_31001530,"Debit Card",Yes
TR_41002536,OR_31001249,"Net Banking",No
TR_41002537,OR_31002859,"Debit Card",Yes
TR_41002538,OR_31006670,Wallet,No
TR_41002539,OR_31002432,"Net Banking",No
TR_41002540,OR_31009446,"Net Banking",No
TR_41002541,OR_31007944,Wallet,Yes
TR_41002542,OR_31007800,UPI,No
TR_41002543,OR_31007231,"Debit Card",No
TR_41002544,OR_31005027,"Debit Card",No
TR_41002545,OR_31000264,Wallet,Yes
TR_41002546,OR_31007472,"Credit Card",Yes
TR_41002547,OR_31002876,Wallet,Yes
TR_41002548,OR_31000907,"Net Banking",Yes
TR_41002549,OR_31008066,"Debit Card",Yes
TR_41002550,OR_31003321,"Credit Card",No
TR_41002551,OR_31001009,"Net Banking",No
TR_41002552,OR_31004023,"Debit Card",No
TR_41002553,OR_31008065,UPI,Yes
TR_41002554,OR_31006642,"Debit Card",No
TR_41002555,OR_31006477,"Net Banking",No
TR_41002556,OR_31004910,Wallet,No
TR_41002557,OR_31001251,UPI,Yes
TR_41002558,OR_31003311,UPI,Yes
TR_41002559,OR_31006374,UPI,Yes
TR_41002560,OR_31001055,UPI,Yes
TR_41002561,OR_31008783,"Credit Card",No
TR_41002562,OR_31001110,"Credit Card",Yes
TR_41002563,OR_31005592,"Credit Card",Yes
TR_41002564,OR_31001350,Wallet,No
TR_41002565,OR_31006176,"Credit Card",Yes
TR_41002566,OR_31000819,UPI,No
TR_41002567,OR_31003230,Wallet,Yes
TR_41002568,OR_31001325,Wallet,Yes
TR_41002569,OR_31004932,"Debit Card",No
TR_41002570,OR_31008370,"Net Banking",No
TR_41002571,OR_31000139,UPI,No
TR_41002572,OR_31005961,"Net Banking",Yes
TR_41002573,OR_31007208,"Debit Card",No
TR_41002574,OR_31002152,"Net Banking",Yes
TR_41002575,OR_31003022,Wallet,Yes
TR_41002576,OR_31001419,"Debit Card",Yes
TR_41002577,OR_31002016,"Net Banking",No
TR_41002578,OR_31003610,"Debit Card",No
TR_41002579,OR_31007612,"Credit Card",Yes
TR_41002580,OR_31000806,Wallet,No
TR_41002581,OR_31005421,UPI,Yes
TR_41002582,OR_31007547,UPI,No
TR_41002583,OR_31008544,"Credit Card",Yes
TR_41002584,OR_31000785,Wallet,Yes
TR_41002585,OR_31009636,UPI,No
TR_41002586,OR_31005646,"Net Banking",No
TR_41002587,OR_31003029,"Credit Card",No
TR_41002588,OR_31004929,"Debit Card",Yes
TR_41002589,OR_31001062,"Debit Card",Yes
TR_41002590,OR_31001945,"Credit Card",Yes
TR_41002591,OR_31006242,"Net Banking",No
TR_41002592,OR_31002702,"Net Banking",No
TR_41002593,OR_31000739,"Credit Card",Yes
TR_41002594,OR_31009610,Wallet,Yes
TR_41002595,OR_31009396,"Net Banking",No
TR_41002596,OR_31007229,"Debit Card",Yes
TR_41002597,OR_31008166,UPI,No
TR_41002598,OR_31006494,"Credit Card",No
TR_41002599,OR_31001440,"Credit Card",Yes
TR_41002600,OR_31004640,"Credit Card",No
TR_41002601,OR_31008066,"Debit Card",No
TR_41002602,OR_31002943,"Debit Card",No
TR_41002603,OR_31000499,Wallet,Yes
TR_41002604,OR_31007069,"Credit Card",No
TR_41002605,OR_31007352,Wallet,Yes
TR_41002606,OR_31009964,"Credit Card",Yes
TR_41002607,OR_31001547,UPI,No
TR_41002608,OR_31001633,"Net Banking",Yes
TR_41002609,OR_31000610,"Debit Card",Yes
TR_41002610,OR_31009457,UPI,Yes
TR_41002611,OR_31004498,"Debit Card",Yes
TR_41002612,OR_31005053,"Debit Card",Yes
TR_41002613,OR_31001178,Wallet,Yes
TR_41002614,OR_31000837,UPI,Yes
TR_41002615,OR_31008538,"Credit Card",No
TR_41002616,OR_31001023,Wallet,Yes
TR_41002617,OR_31009798,"Debit Card",No
TR_41002618,OR_31004809,"Debit Card",Yes
TR_41002619,OR_31009180,"Debit Card",Yes
TR_41002620,OR_31003541,"Debit Card",No
TR_41002621,OR_31006503,"Debit Card",No
TR_41002622,OR_31009840,"Credit Card",Yes
TR_41002623,OR_31006786,Wallet,Yes
TR_41002624,OR_31005374,"Debit Card",Yes
TR_41002625,OR_31007979,"Net Banking",No
TR_41002626,OR_31004253,UPI,No
TR_41002627,OR_31001003,Wallet,No
TR_41002628,OR_31007787,UPI,Yes
TR_41002629,OR_31006533,Wallet,Yes
